asset_id,asset_type,source,lat,lon,image_date,confidence,triage_reason,image_file,temporal_file,modalities,n_bands,n_timesteps
osm_way_84200602,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-25.797130446666664,28.10498073333333,2024-12-31,high,All signals within expected range,osm_way_84200602_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_84273860,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-25.824344142857143,28.154889585714283,2024-12-31,high,All signals within expected range,osm_way_84273860_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_84274096,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-25.82285644117647,28.26203965882353,2024-12-31,high,All signals within expected range,osm_way_84274096_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_84397360,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-26.190923220000002,28.433129080000004,2024-12-31,high,All signals within expected range,osm_way_84397360_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_62208493,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-33.86278704,18.56461626,2024-12-31,high,All signals within expected range,osm_way_62208493_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_59037450,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-33.8511304875,18.603514099999998,2024-12-31,high,All signals within expected range,osm_way_59037450_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_62216709,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-33.81026795,18.54287336666667,2024-12-31,high,All signals within expected range,osm_way_62216709_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_50491103,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-29.6053412125,31.0948980625,2024-12-31,high,All signals within expected range,osm_way_50491103_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_84569471,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-25.78267388333333,28.34415171666667,2024-12-31,high,All signals within expected range,osm_way_84569471_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_84830806,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-25.50718075,28.1274664125,2024-12-31,high,All signals within expected range,osm_way_84830806_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_84569494,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-25.83000732,28.328765620000002,2024-12-31,high,All signals within expected range,osm_way_84569494_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_node_11976499631,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-14.7885166,13.7116165,2024-12-31,high,All signals within expected range,osm_node_11976499631_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_84653067,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-25.702362383333334,28.17135105,2024-12-31,high,All signals within expected range,osm_way_84653067_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_95750136,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-31.532654639999997,27.674306819999998,2024-12-31,high,All signals within expected range,osm_way_95750136_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_93575307,energy.distribution.substation,stac_sentinel2_ms+sentinel1,24.179437714285715,32.83951655714286,2024-12-31,high,All signals within expected range,osm_way_93575307_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_89824175,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-33.81485341111111,18.489351377777776,2024-12-31,high,All signals within expected range,osm_way_89824175_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_102212733,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-29.13351998,26.18871782,2024-12-31,high,All signals within expected range,osm_way_102212733_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_99554188,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-32.714622414285714,26.32292555714286,2024-12-31,high,All signals within expected range,osm_way_99554188_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_102212730,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-29.118064742857143,26.20079497142857,2024-12-31,high,All signals within expected range,osm_way_102212730_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_100103880,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-32.60522398,18.99829202,2024-12-31,high,All signals within expected range,osm_way_100103880_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_90137992,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-32.982510257142856,27.793264257142855,2024-12-31,high,All signals within expected range,osm_way_90137992_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_102735831,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-27.98188164,26.782625680000002,2024-12-31,high,All signals within expected range,osm_way_102735831_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_83510316,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-26.1678651625,27.7549991,2024-12-31,high,All signals within expected range,osm_way_83510316_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_83893980,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-26.163403,27.85616465714286,2024-12-31,high,All signals within expected range,osm_way_83893980_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_102994029,energy.distribution.substation,stac_sentinel2_ms+sentinel1,30.121319879999998,31.602920060000002,2024-12-31,high,All signals within expected range,osm_way_102994029_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_node_11398702941,energy.distribution.substation,stac_sentinel2_ms+sentinel1,6.6940126,-1.5429205,2024-12-31,high,All signals within expected range,osm_node_11398702941_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_node_10601025599,energy.distribution.substation,stac_sentinel2_ms+sentinel1,32.8709835,13.1866974,2024-12-31,high,All signals within expected range,osm_node_10601025599_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_103032707,energy.distribution.substation,stac_sentinel2_ms+sentinel1,30.291118116666667,31.7774872,2024-12-31,high,All signals within expected range,osm_way_103032707_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_node_12473343412,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-34.0167009,20.4499868,2024-12-31,high,All signals within expected range,osm_node_12473343412_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_104875932,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-30.802428580000004,29.3372968,2024-12-31,high,All signals within expected range,osm_way_104875932_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_96010214,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-31.778949342857143,27.7188893,2024-12-31,high,All signals within expected range,osm_way_96010214_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_100402731,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-32.88446951428572,27.38576155714286,2024-12-31,high,All signals within expected range,osm_way_100402731_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_100460468,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-28.598249420000002,31.96439134,2024-12-31,high,All signals within expected range,osm_way_100460468_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_105700127,energy.distribution.substation,stac_sentinel2_ms+sentinel1,30.59681466,32.201527799999994,2024-12-31,high,All signals within expected range,osm_way_105700127_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_101220936,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-29.729379825,25.302605216666667,2024-12-31,high,All signals within expected range,osm_way_101220936_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_102836733,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-27.97597473333333,26.793977133333335,2024-12-31,high,All signals within expected range,osm_way_102836733_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_111654447,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-29.1343879,26.253067680000004,2024-12-31,high,All signals within expected range,osm_way_111654447_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_83530394,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-25.849573100000004,28.236101514285714,2024-12-31,high,All signals within expected range,osm_way_83530394_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_83913580,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-26.179160215384613,27.900126438461538,2024-12-31,high,All signals within expected range,osm_way_83913580_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_108948143,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-34.16816898571429,18.97397851428571,2024-12-31,high,All signals within expected range,osm_way_108948143_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_103013457,energy.distribution.substation,stac_sentinel2_ms+sentinel1,30.3041964,31.695339333333333,2024-12-31,high,All signals within expected range,osm_way_103013457_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_105206738,energy.distribution.substation,stac_sentinel2_ms+sentinel1,30.401481899999997,32.2692516,2024-12-31,high,All signals within expected range,osm_way_105206738_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_103032711,energy.distribution.substation,stac_sentinel2_ms+sentinel1,30.25787608,31.75874908,2024-12-31,high,All signals within expected range,osm_way_103032711_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_105207388,energy.distribution.substation,stac_sentinel2_ms+sentinel1,30.29118122,32.32452924,2024-12-31,high,All signals within expected range,osm_way_105207388_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_node_13605135576,energy.distribution.substation,stac_sentinel2_ms+sentinel1,6.8559034,-1.3981047,2024-12-31,high,All signals within expected range,osm_node_13605135576_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_47125426,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-25.8855458,28.141006975,2024-12-31,high,All signals within expected range,osm_way_47125426_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_105423983,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-27.013885516666665,30.803481783333336,2024-12-31,high,All signals within expected range,osm_way_105423983_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_106599139,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-32.829933628571425,27.204632885714286,2024-12-31,high,All signals within expected range,osm_way_106599139_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_44491549,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-33.93961305714286,18.4292662,2024-12-31,high,All signals within expected range,osm_way_44491549_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_114917791,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-26.225405,28.15517087142857,2024-12-31,high,All signals within expected range,osm_way_114917791_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_108752744,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-33.851038776923076,18.668175384615385,2024-12-31,high,All signals within expected range,osm_way_108752744_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_118989798,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-33.933782875,18.65953515,2024-12-31,high,All signals within expected range,osm_way_118989798_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_81813292,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-26.20851867777778,28.05680898888889,2024-12-31,high,All signals within expected range,osm_way_81813292_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_83945728,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-26.111239133333335,27.774253622222222,2024-12-31,high,All signals within expected range,osm_way_83945728_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_83946135,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-26.164810942857144,27.77112837142857,2024-12-31,high,All signals within expected range,osm_way_83946135_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_83913582,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-26.17825098,27.881330639999998,2024-12-31,high,All signals within expected range,osm_way_83913582_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_107673634,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-32.42329134444444,18.735440455555555,2024-12-31,high,All signals within expected range,osm_way_107673634_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_113003935,energy.distribution.substation,stac_sentinel2_ms+sentinel1,24.0602394,32.882114560000005,2024-12-31,high,All signals within expected range,osm_way_113003935_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_123486842,energy.distribution.substation,stac_sentinel2_ms+sentinel1,30.562409680000002,31.918640040000003,2024-12-31,high,All signals within expected range,osm_way_123486842_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_114916788,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-28.876729419999997,31.47822474,2024-12-31,high,All signals within expected range,osm_way_114916788_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_123877185,energy.distribution.substation,stac_sentinel2_ms+sentinel1,30.407073500000003,31.863988080000002,2024-12-31,high,All signals within expected range,osm_way_123877185_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_44280818,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-33.93810008,18.41510058,2024-12-31,high,All signals within expected range,osm_way_44280818_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_123225206,energy.distribution.substation,stac_sentinel2_ms+sentinel1,30.651715360000004,31.900352679999997,2024-12-31,high,All signals within expected range,osm_way_123225206_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_117328910,energy.distribution.substation,stac_sentinel2_ms+sentinel1,26.548195240000002,31.68336794,2024-12-31,high,All signals within expected range,osm_way_117328910_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_38139046,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-29.812088600000003,31.014953363636366,2024-12-31,high,All signals within expected range,osm_way_38139046_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_42209875,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-26.229495288888888,28.1168276,2024-12-31,high,All signals within expected range,osm_way_42209875_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_117216112,energy.distribution.substation,stac_sentinel2_ms+sentinel1,26.47288944,31.68066454,2024-12-31,high,All signals within expected range,osm_way_117216112_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_119997036,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-26.14163068,28.30893944,2024-12-31,high,All signals within expected range,osm_way_119997036_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_117351281,energy.distribution.substation,stac_sentinel2_ms+sentinel1,26.9268249,31.287973566666665,2024-12-31,high,All signals within expected range,osm_way_117351281_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_119610875,energy.distribution.substation,stac_sentinel2_ms+sentinel1,29.0485774,31.17344454,2024-12-31,high,All signals within expected range,osm_way_119610875_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_122159738,energy.distribution.substation,stac_sentinel2_ms+sentinel1,31.4105628375,31.7992739125,2024-12-31,high,All signals within expected range,osm_way_122159738_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_128309643,energy.distribution.substation,stac_sentinel2_ms+sentinel1,30.608805699999998,31.47700592,2024-12-31,high,All signals within expected range,osm_way_128309643_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_122155587,energy.distribution.substation,stac_sentinel2_ms+sentinel1,31.360940785714288,31.686797885714288,2024-12-31,high,All signals within expected range,osm_way_122155587_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_122618011,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-26.171804759999997,28.2213937,2024-12-31,high,All signals within expected range,osm_way_122618011_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_122619538,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-26.05507682,28.15598456,2024-12-31,high,All signals within expected range,osm_way_122619538_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_81123757,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-26.02628705714286,28.128943685714287,2024-12-31,high,All signals within expected range,osm_way_81123757_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_122993665,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-33.114019866666666,27.661103511111108,2024-12-31,high,All signals within expected range,osm_way_122993665_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_124538293,energy.distribution.substation,stac_sentinel2_ms+sentinel1,30.474190040000003,31.68024012,2024-12-31,high,All signals within expected range,osm_way_124538293_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_123870405,energy.distribution.substation,stac_sentinel2_ms+sentinel1,30.325951328571428,31.782047342857144,2024-12-31,high,All signals within expected range,osm_way_123870405_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_124542344,energy.distribution.substation,stac_sentinel2_ms+sentinel1,30.591533579999997,31.527559359999998,2024-12-31,high,All signals within expected range,osm_way_124542344_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_126405689,energy.distribution.substation,stac_sentinel2_ms+sentinel1,30.80348742,29.01989054,2024-12-31,high,All signals within expected range,osm_way_126405689_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_126550753,energy.distribution.substation,stac_sentinel2_ms+sentinel1,30.899438240000002,29.587998319999997,2024-12-31,high,All signals within expected range,osm_way_126550753_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_70586039,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-25.627235866666666,28.09274625,2024-12-31,high,All signals within expected range,osm_way_70586039_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_123234604,energy.distribution.substation,stac_sentinel2_ms+sentinel1,29.012555780000003,-10.038359869999999,2024-12-31,high,All signals within expected range,osm_way_123234604_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_133262613,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-26.22923624,28.1392605,2024-12-31,high,All signals within expected range,osm_way_133262613_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_node_12544332277,energy.distribution.substation,stac_sentinel2_ms+sentinel1,31.7412955,13.9938645,2024-12-31,high,All signals within expected range,osm_node_12544332277_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_127212985,energy.distribution.substation,stac_sentinel2_ms+sentinel1,31.43003158,31.545550600000002,2024-12-31,high,All signals within expected range,osm_way_127212985_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_128316479,energy.distribution.substation,stac_sentinel2_ms+sentinel1,30.832356169230767,31.620628607692307,2024-12-31,high,All signals within expected range,osm_way_128316479_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_127253883,energy.distribution.substation,stac_sentinel2_ms+sentinel1,30.96674232,31.231046839999998,2024-12-31,high,All signals within expected range,osm_way_127253883_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_127231765,energy.distribution.substation,stac_sentinel2_ms+sentinel1,31.16695668,31.439915359999997,2024-12-31,high,All signals within expected range,osm_way_127231765_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_128405652,energy.distribution.substation,stac_sentinel2_ms+sentinel1,30.73935584,31.712975640000003,2024-12-31,high,All signals within expected range,osm_way_128405652_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_127196176,energy.distribution.substation,stac_sentinel2_ms+sentinel1,30.338586959999997,30.316091399999998,2024-12-31,high,All signals within expected range,osm_way_127196176_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_127237828,energy.distribution.substation,stac_sentinel2_ms+sentinel1,31.201892266666665,31.363704833333333,2024-12-31,high,All signals within expected range,osm_way_127237828_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_158188173,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-26.09643525,27.999355500000004,2024-12-31,high,All signals within expected range,osm_way_158188173_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_130068092,energy.distribution.substation,stac_sentinel2_ms+sentinel1,28.9267466,31.085910239999997,2024-12-31,high,All signals within expected range,osm_way_130068092_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_169784955,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-28.200710285714287,28.3230364,2024-12-31,high,All signals within expected range,osm_way_169784955_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_129447230,energy.distribution.substation,stac_sentinel2_ms+sentinel1,29.385647799999997,30.61228028,2024-12-31,high,All signals within expected range,osm_way_129447230_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_130225707,energy.distribution.substation,stac_sentinel2_ms+sentinel1,29.108302200000004,30.93951652,2024-12-31,high,All signals within expected range,osm_way_130225707_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_132968858,energy.distribution.substation,stac_sentinel2_ms+sentinel1,-29.13822721111111,31.405895077777775,2024-12-31,high,All signals within expected range,osm_way_132968858_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_127391757,energy.distribution.substation,stac_sentinel2_ms+sentinel1,30.940221466666667,30.828619916666668,2024-12-31,high,All signals within expected range,osm_way_127391757_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
osm_way_128116950,energy.distribution.substation,stac_sentinel2_ms+sentinel1,30.82855478,31.011646680000002,2024-12-31,high,All signals within expected range,osm_way_128116950_stac_sentinel2_ms+sentinel1.npy,,sentinel2_ms+sentinel1,9,1
