lat,lon,asset_id,region,pc_explorer_url
47.05505186,51.88357172,osm_way_769767066,asia,"https://planetarycomputer.microsoft.com/explore?c=51.8836,47.0551&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
54.95406783999999,82.89377188,osm_way_207134425,asia,"https://planetarycomputer.microsoft.com/explore?c=82.8938,54.9541&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
53.511663240000004,49.414731259999996,osm_way_554367991,asia,"https://planetarycomputer.microsoft.com/explore?c=49.4147,53.5117&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
54.940728539999995,71.93394622000001,osm_way_519222897,asia,"https://planetarycomputer.microsoft.com/explore?c=71.9339,54.9407&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
40.601701633333334,44.65488821666667,osm_way_843612754,asia,"https://planetarycomputer.microsoft.com/explore?c=44.6549,40.6017&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
34.3008482,113.84069736666667,osm_way_1062202610,asia,"https://planetarycomputer.microsoft.com/explore?c=113.8407,34.3008&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
-33.8731024,151.2090237,osm_node_5164285552,australia_oceania,"https://planetarycomputer.microsoft.com/explore?c=151.2090,-33.8731&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
-46.49484435,168.38449905,osm_way_933694488,australia_oceania,"https://planetarycomputer.microsoft.com/explore?c=168.3845,-46.4948&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
-36.78575188,147.21944739999998,osm_way_506189907,australia_oceania,"https://planetarycomputer.microsoft.com/explore?c=147.2194,-36.7858&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
-27.6765869375,153.1856738,osm_way_293247161,australia_oceania,"https://planetarycomputer.microsoft.com/explore?c=153.1857,-27.6766&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
-14.66100038,132.65964156,osm_way_591571051,australia_oceania,"https://planetarycomputer.microsoft.com/explore?c=132.6596,-14.6610&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
-33.1004573,151.6473785,osm_node_9414365716,australia_oceania,"https://planetarycomputer.microsoft.com/explore?c=151.6474,-33.1005&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
-34.97070542,147.01184714000001,osm_way_592898348,australia_oceania,"https://planetarycomputer.microsoft.com/explore?c=147.0118,-34.9707&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
-22.26231028,166.40368292,osm_way_688801923,australia_oceania,"https://planetarycomputer.microsoft.com/explore?c=166.4037,-22.2623&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
-19.90523468,147.69278852,osm_way_1292328683,australia_oceania,"https://planetarycomputer.microsoft.com/explore?c=147.6928,-19.9052&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
-4.8265175,136.83892666,osm_way_544403426,australia_oceania,"https://planetarycomputer.microsoft.com/explore?c=136.8389,-4.8265&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
22.58548252,-81.09687334,osm_way_784297052,central_america,"https://planetarycomputer.microsoft.com/explore?c=-81.0969,22.5855&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
10.026118585714286,-84.28474862857142,osm_way_727816935,central_america,"https://planetarycomputer.microsoft.com/explore?c=-84.2847,10.0261&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
20.2186507,-76.75899634,osm_way_1328301737,central_america,"https://planetarycomputer.microsoft.com/explore?c=-76.7590,20.2187&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
14.552126679999999,-60.96233049333333,osm_way_692284547,central_america,"https://planetarycomputer.microsoft.com/explore?c=-60.9623,14.5521&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
18.4298382,-68.87860376,osm_way_496495357,central_america,"https://planetarycomputer.microsoft.com/explore?c=-68.8786,18.4298&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
12.1621186,-86.22547874,osm_way_203492632,central_america,"https://planetarycomputer.microsoft.com/explore?c=-86.2255,12.1621&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
18.0268188375,-76.8084823125,osm_way_339068965,central_america,"https://planetarycomputer.microsoft.com/explore?c=-76.8085,18.0268&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
12.124002916666667,-86.31168263333332,osm_way_226668883,central_america,"https://planetarycomputer.microsoft.com/explore?c=-86.3117,12.1240&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
11.748899080000001,-86.03222554,osm_way_202340647,central_america,"https://planetarycomputer.microsoft.com/explore?c=-86.0322,11.7489&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
18.60893054285714,-72.27874127142857,osm_way_48737141,central_america,"https://planetarycomputer.microsoft.com/explore?c=-72.2787,18.6089&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
49.459482539999996,8.503938139999999,osm_way_163782469,europe,"https://planetarycomputer.microsoft.com/explore?c=8.5039,49.4595&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
50.79051822,6.95668016,osm_way_198053769,europe,"https://planetarycomputer.microsoft.com/explore?c=6.9567,50.7905&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
46.9084365875,13.5330235875,osm_way_306529338,europe,"https://planetarycomputer.microsoft.com/explore?c=13.5330,46.9084&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
49.40718902,8.64588522,osm_way_217461799,europe,"https://planetarycomputer.microsoft.com/explore?c=8.6459,49.4072&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
56.268425320000006,21.52724174,osm_way_1429005895,europe,"https://planetarycomputer.microsoft.com/explore?c=21.5272,56.2684&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
49.363844633333336,9.916750083333334,osm_way_312906729,europe,"https://planetarycomputer.microsoft.com/explore?c=9.9168,49.3638&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
43.09970760769231,5.886471823076922,osm_way_208633903,europe,"https://planetarycomputer.microsoft.com/explore?c=5.8865,43.0997&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
51.34581028,11.46295832,osm_way_173687511,europe,"https://planetarycomputer.microsoft.com/explore?c=11.4630,51.3458&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
51.76153006,11.44990824,osm_way_1041230361,europe,"https://planetarycomputer.microsoft.com/explore?c=11.4499,51.7615&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
48.00305077142857,9.039676757142857,osm_way_255928321,europe,"https://planetarycomputer.microsoft.com/explore?c=9.0397,48.0031&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
42.15343156,-91.01376914,osm_way_1456494382,north_america,"https://planetarycomputer.microsoft.com/explore?c=-91.0138,42.1534&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
33.732997260000005,-86.15290126,osm_way_1158000563,north_america,"https://planetarycomputer.microsoft.com/explore?c=-86.1529,33.7330&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
46.36547074,-94.94040012,osm_way_1338118632,north_america,"https://planetarycomputer.microsoft.com/explore?c=-94.9404,46.3655&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
46.23200134,-96.16358652,osm_way_1485090114,north_america,"https://planetarycomputer.microsoft.com/explore?c=-96.1636,46.2320&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
37.228471840000005,-80.00866612,osm_way_89203160,north_america,"https://planetarycomputer.microsoft.com/explore?c=-80.0087,37.2285&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
46.55760244,-96.11560882,osm_way_148659581,north_america,"https://planetarycomputer.microsoft.com/explore?c=-96.1156,46.5576&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
46.288938828571425,-96.60194241428572,osm_way_126100983,north_america,"https://planetarycomputer.microsoft.com/explore?c=-96.6019,46.2889&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
33.14216244444444,-90.85875343333333,osm_way_616990527,north_america,"https://planetarycomputer.microsoft.com/explore?c=-90.8588,33.1422&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
38.7733964,-76.95934805,osm_way_58586656,north_america,"https://planetarycomputer.microsoft.com/explore?c=-76.9593,38.7734&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
34.13539684285714,-117.40903495714285,osm_way_1023480895,north_america,"https://planetarycomputer.microsoft.com/explore?c=-117.4090,34.1354&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
-7.27996622,-35.90131346,osm_way_595936097,south_america,"https://planetarycomputer.microsoft.com/explore?c=-35.9013,-7.2800&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
-33.9174119,-60.5984793,osm_node_8338286174,south_america,"https://planetarycomputer.microsoft.com/explore?c=-60.5985,-33.9174&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
-12.42237272,-64.2258065,osm_way_1022423096,south_america,"https://planetarycomputer.microsoft.com/explore?c=-64.2258,-12.4224&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
-23.587346049999997,-48.056045383333334,osm_way_536065469,south_america,"https://planetarycomputer.microsoft.com/explore?c=-48.0560,-23.5873&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
-0.24170227272727274,-78.54867386363637,osm_way_550954780,south_america,"https://planetarycomputer.microsoft.com/explore?c=-78.5487,-0.2417&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
-13.417795799999999,-46.3878937,osm_way_563649731,south_america,"https://planetarycomputer.microsoft.com/explore?c=-46.3879,-13.4178&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
-23.52540787142857,-46.79174322857143,osm_way_551938788,south_america,"https://planetarycomputer.microsoft.com/explore?c=-46.7917,-23.5254&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
-30.006269600000003,-61.216399339999995,osm_way_763269241,south_america,"https://planetarycomputer.microsoft.com/explore?c=-61.2164,-30.0063&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
-46.66807548571428,-70.2928264,osm_way_299759041,south_america,"https://planetarycomputer.microsoft.com/explore?c=-70.2928,-46.6681&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
-18.409703742857143,-47.057427114285716,osm_way_1307023700,south_america,"https://planetarycomputer.microsoft.com/explore?c=-47.0574,-18.4097&z=14&v=2&d=sentinel-2-l2a&m=Most+recent+(low+cloud)"
