asset_id,asset_type,lat,lon,name,source
osm_way_133803427,power_substation,44.6289392,-69.5842619,,osm
osm_way_134311758,power_substation,44.5372832,-70.5446029,Rumford Substation,osm
osm_way_134606011,power_substation,43.8529689,-70.7951208,,osm
osm_way_136598751,power_substation,47.3875001,-68.338389,Edmundston East Substation,osm
osm_way_136694709,power_substation,44.7867449,-69.8988738,,osm
osm_way_136694712,power_substation,44.7968172,-69.8867115,Madison Substation,osm
osm_way_136694713,power_substation,44.7888809,-69.887703,Madison Substation,osm
osm_way_141341446,power_substation,44.3294133,-69.7462314,Augusta East Side Substation,osm
osm_way_141341454,power_substation,44.2544214,-69.8034921,Bowman Street Substation,osm
osm_way_141341458,power_substation,44.3636034,-69.7975435,North Augusta Substation,osm
osm_way_141341463,power_substation,44.3313993,-69.8541349,Puddledock Road Substation,osm
osm_way_141373700,power_substation,44.2528636,-69.7750298,Browns Crossing Substation,osm
osm_way_141373736,power_substation,44.7401486,-68.7540223,Orrington Substation,osm
osm_way_142377593,power_substation,45.3974221,-68.5292826,Keene Road 345kV Substation,osm
osm_way_142380352,power_substation,45.3974389,-68.5258138,Chester Static VAR Compensator,osm
osm_way_142394413,power_substation,43.663274,-70.5532045,Buxton Substation,osm
osm_way_142394414,power_substation,43.6443144,-70.4324021,South Gorham Substation,osm
osm_way_142715660,power_substation,43.903194,-69.8348334,Bath Substation,osm
osm_way_142715700,power_substation,43.786702,-70.1992308,Elm Street Substation,osm
osm_way_142715706,power_substation,43.6841449,-70.3998123,Moshers Substation,osm
osm_way_142715739,power_substation,43.7511795,-70.1554101,Yarmouth Substation,osm
osm_way_142717161,power_substation,43.7102213,-70.338814,Prides Corner Substation,osm
osm_way_142717879,power_substation,43.9911676,-69.6716714,Mason Substation,osm
osm_way_142732870,power_substation,44.1364943,-69.2042464,Highland Substation,osm
osm_way_142732871,power_substation,44.0827075,-69.558014,Newcastle Substation,osm
osm_way_142750723,power_substation,43.9441571,-70.4947087,Raymond Substation,osm
osm_way_142752400,power_substation,43.9536031,-69.6954559,Maine Yankee 345kV Substation,osm
osm_way_142752409,power_substation,43.940067,-69.9708485,Topsham Substation,osm
osm_way_142764070,power_substation,44.0594901,-70.1550812,Crowleys Substation,osm
osm_way_143617179,power_substation,44.8991781,-68.6735367,,osm
osm_way_143619590,power_substation,44.900518,-68.6600335,University of Maine Substation,osm
osm_way_147637604,power_substation,44.0681203,-70.266959,Hotel Road Substation,osm
osm_way_147637608,power_substation,44.1517868,-70.6336476,Kimball Road Substation,osm
osm_way_147637609,power_substation,44.0869018,-70.2116405,Lewiston Lower Substation,osm
osm_way_147637639,power_substation,44.2072812,-70.5280796,Norway Substation,osm
osm_way_147646738,power_substation,43.6516148,-70.3602388,Spring Street Substation,osm
osm_way_147646741,power_substation,43.6568152,-70.3761191,Westbrook Substation,osm
osm_way_147668607,power_substation,43.6543845,-70.2925422,Sewall Substation,osm
osm_way_147731754,power_substation,43.4678566,-70.4928971,Biddeford IP Substation,osm
osm_way_147731755,power_substation,43.4186598,-70.6068506,West Kennebunk Substation,osm
osm_way_147731760,power_substation,43.3968088,-70.6172819,Maguire Road Substation,osm
osm_way_147731761,power_substation,43.1682777,-70.8208495,Three Rivers Substation,osm
osm_way_147731762,power_substation,43.5291709,-70.5032872,Louden Substation,osm
osm_way_147731765,power_substation,43.3655882,-70.558398,Branch Brook Substation,osm
osm_way_147731766,power_substation,43.2882106,-70.7427447,Quaker Hill Substation,osm
osm_way_150720281,power_substation,46.4397263,-67.6561349,,osm
osm_way_151674554,power_substation,46.7797626,-67.694958,,osm
osm_way_151674562,power_substation,46.8093983,-67.7674791,,osm
osm_way_151963295,power_substation,45.7320613,-68.8386183,,osm
osm_way_160552987,power_substation,45.0709706,-69.9029553,Wyman Hydro Substation,osm
osm_way_162931977,power_substation,44.538395,-69.6240831,,osm
osm_way_162931978,power_substation,44.5695495,-69.6032598,Winslow Substation,osm
osm_way_162931979,power_substation,44.5399369,-69.6258893,,osm
osm_way_162931980,power_substation,44.5744713,-69.5833599,Heywood Substation,osm
osm_way_162931981,power_substation,44.5237615,-69.6690058,,osm
osm_way_162932160,power_substation,44.5488216,-69.7106281,UNKNOWN133029,osm
osm_way_162932161,power_substation,44.5682997,-69.6851141,UNKNOWN133030,osm
osm_way_163763150,power_substation,44.9620769,-70.6382421,,osm
osm_way_164187904,power_substation,44.8241386,-68.7054324,Graham Substation,osm
osm_way_164194313,power_substation,44.57709,-68.4539798,Boggy Brook Substation,osm
osm_way_164246381,power_substation,44.5701119,-68.4587063,Ellsworth Substation,osm
osm_way_164246382,power_substation,45.2457529,-68.6017538,Enfield Tap,osm
osm_way_167613839,power_substation,44.8359167,-69.476407,Hartland Substation,osm
osm_way_167655530,power_substation,44.4569988,-69.039091,Belfast Substation,osm
osm_way_167655538,power_substation,44.0833317,-69.1578349,Dragon Cement Substation,osm
osm_way_167655551,power_substation,44.3071218,-69.1141317,Lincolnville Substation,osm
osm_way_167655554,power_substation,44.1754523,-69.1212789,Meadow Road Substation,osm
osm_way_167655564,power_substation,44.1022141,-69.1226304,Park Street Substation,osm
osm_way_167678712,power_substation,45.1602224,-69.3891862,Guilford Substation,osm
osm_way_167678714,power_substation,44.4297065,-69.0208579,,osm
osm_way_167686244,power_substation,44.4779153,-70.1716151,Livermore Falls Substation,osm
osm_way_167952482,power_substation,44.3219163,-69.7753471,,osm
osm_way_167959197,power_substation,44.2818704,-69.7553012,,osm
osm_way_167959202,power_substation,44.3230836,-69.8671943,,osm
osm_way_167998574,power_substation,44.366575,-69.7121102,,osm
osm_way_167998575,power_substation,44.4526529,-69.7151648,Central Maine Power,osm
osm_way_167998576,power_substation,44.4366913,-69.6406174,,osm
osm_way_168012266,power_substation,44.6754869,-67.5462437,Washington County Substation,osm
osm_way_168012274,power_substation,44.8225001,-68.7086606,Graham 46kV Substation,osm
osm_way_168012291,power_substation,44.82961,-68.7430443,,osm
osm_way_168012301,power_substation,44.8625352,-68.807434,,osm
osm_way_168012304,power_substation,44.8229341,-68.7058239,Graham Substation,osm
osm_way_168026370,power_substation,44.8209126,-68.7748584,,osm
osm_way_168026375,power_substation,44.7907836,-68.8487494,,osm
osm_way_168279626,power_substation,44.7794973,-68.7438117,,osm
osm_way_168279627,power_substation,44.7762288,-68.7769689,,osm
osm_way_168292435,power_substation,45.394825,-68.5295096,Keene Road 115kV Substation,osm
osm_way_168292437,power_substation,45.6180098,-68.5784832,Powersville Road Substation,osm
osm_way_168737630,power_substation,44.773877,-68.7891772,,osm
osm_way_175906960,power_substation,43.1882015,-70.9271015,,osm
osm_way_181750245,power_substation,43.28337,-70.920522,,osm
osm_way_191437318,power_substation,47.0574565,-70.9230162,Poste de Beaupré,osm
osm_way_192559414,power_substation,45.6326829,-68.6056408,,osm
osm_way_196439903,power_substation,43.3079491,-70.9978527,Rochester Substation,osm
osm_way_204673490,power_substation,44.5075272,-70.24815,Riley Substation,osm
osm_way_204673493,power_substation,44.5316392,-70.5230375,Rumford Industrial Park Substation,osm
osm_way_204673495,power_substation,44.3893923,-70.629345,Woodstock Substation,osm
osm_way_220626781,power_substation,43.3115076,-70.961341,,osm
osm_way_238220158,power_substation,43.3637704,-70.4672698,,osm
osm_way_238563716,power_substation,43.2393397,-70.6019958,,osm
osm_way_238563717,power_substation,43.4069535,-70.7110011,,osm
osm_way_238563718,power_substation,43.1485506,-70.6791609,,osm
osm_way_238563720,power_substation,43.4076228,-70.7111854,,osm
osm_way_238563721,power_substation,43.4291012,-70.7346586,Sanford Substation,osm
osm_way_238567339,power_substation,43.9720818,-70.7944547,,osm
osm_way_238567340,power_substation,45.1016274,-70.3536645,Bigelow Substation,osm
osm_way_238567344,power_substation,43.6211055,-70.3300951,Mussey Road Substation,osm
osm_way_238567347,power_substation,43.6659063,-70.5965543,West Buxton Substation,osm
osm_way_238567348,power_substation,43.6312055,-70.3394042,Red Brook Substation,osm
osm_way_238567349,power_substation,45.3553628,-70.5415342,Kibby Wind Farm Substation,osm
osm_way_238567350,power_substation,43.5983384,-70.2940104,Pleasant Hill Substation,osm
osm_way_238567352,power_substation,44.6550207,-70.1275086,Sturtevant Substation,osm
osm_way_238568508,power_substation,43.4948437,-70.447652,,osm
osm_way_245734264,power_substation,46.1474425,-70.6733171,Poste de Saint-Georges,osm
osm_way_251936313,power_substation,47.2785183,-68.3750496,,osm
osm_way_251936352,power_substation,47.2343902,-68.574484,,osm
osm_way_275609614,power_substation,44.5542797,-69.6226149,,osm
osm_way_299475491,power_substation,45.621746,-68.5661509,,osm
osm_way_301152338,power_substation,43.0948952,-70.7872143,Portsmouth Substation,osm
osm_way_302252804,power_substation,45.5874727,-70.8941985,Poste Mégantic,osm
osm_way_302533416,power_substation,45.2903283,-69.4971084,,osm
osm_way_306579350,power_substation,46.8536602,-68.0303748,,osm
osm_way_306728335,power_substation,44.4388827,-68.3745328,Trenton Substation,osm
osm_way_320048815,power_substation,43.5767854,-70.6957527,Waterboro Substation,osm
osm_way_322890659,power_substation,44.5765998,-69.6083708,,osm
osm_way_326259233,power_substation,47.3676157,-68.3205905,Power Substation,osm
osm_way_329039200,power_substation,43.904201,-69.8161841,Electricity Substation,osm
osm_way_330592637,power_substation,47.3685943,-68.3269796,Twin Rivers Paper,osm
osm_way_347780796,power_substation,45.6592157,-69.8105765,,osm
osm_way_353446655,power_substation,45.6550436,-68.7044959,,osm
osm_way_354097714,power_substation,43.4590694,-70.7806265,River Street Substation,osm
osm_way_355285175,power_substation,45.6434988,-68.7073403,Millinocket Substation,osm
osm_way_355285176,power_substation,45.6443263,-68.7061615,,osm
osm_way_355285177,power_substation,45.6440088,-68.7057705,,osm
osm_way_355301132,power_substation,45.6478118,-68.7032456,,osm
osm_way_363408024,power_substation,43.0682174,-70.7783222,Mill Pond Substation,osm
osm_way_383405172,power_substation,43.0973561,-70.7862212,Schiller Substation,osm
osm_way_390818798,power_substation,46.1586571,-67.5876761,,osm
osm_way_391058453,power_substation,46.1648988,-67.5647231,,osm
osm_way_391687465,power_substation,45.9965668,-67.2483792,,osm
osm_way_396101978,power_substation,44.6387632,-70.6923061,Andover Substation,osm
osm_way_400353852,power_substation,46.5666155,-70.4858861,Poste du Massif-du-Sud,osm
osm_way_405893365,power_substation,43.7166986,-70.4655569,,osm
osm_way_407770955,power_substation,43.0806742,-70.7722638,,osm
osm_way_409755306,power_substation,47.3704543,-68.2783925,,osm
osm_way_409758906,power_substation,47.4151086,-68.3257407,,osm
osm_way_413202905,power_substation,47.393185,-68.3535804,Edmundston North Substation,osm
osm_way_414498816,power_substation,43.6869248,-70.298839,Bishop Street Substation,osm
osm_way_425042411,power_substation,44.0032138,-69.6266066,,osm
osm_way_425179175,power_substation,44.0560475,-69.6230254,,osm
osm_way_441521744,power_substation,45.6559084,-67.1328985,,osm
osm_way_443008716,power_substation,46.6313956,-68.3917598,,osm
osm_way_443105722,power_substation,43.3819812,-70.5400296,,osm
osm_way_453646403,power_substation,43.6275859,-70.2559105,Hinckley Pond Substation,osm
osm_way_457754852,power_substation,45.4592708,-69.8651425,Harris Hydro Substation,osm
osm_way_464501608,power_substation,43.6777136,-70.3291842,,osm
osm_way_480542158,power_substation,45.7007625,-70.5365431,Poste de Saint-Robert-Bellarmin,osm
osm_way_481376589,power_substation,45.9478114,-70.658416,Poste Bolduc,osm
osm_way_487212295,power_substation,43.5524035,-71.0296027,,osm
osm_way_506524748,power_substation,45.6345969,-68.7799333,,osm
osm_way_509659284,power_substation,45.6782465,-68.6386271,,osm
osm_way_510844836,power_substation,47.3256773,-70.8569247,Poste Parc éolien Côte-de-Beaupré,osm
osm_way_512421485,power_substation,43.0804056,-70.7670144,,osm
osm_way_516401831,power_substation,43.8558305,-70.109965,,osm
osm_way_540491231,power_substation,43.3859532,-70.9949364,,osm
osm_way_543606236,power_substation,46.7376338,-70.574657,Poste d'Armagh,osm
osm_way_543616525,power_substation,43.1676168,-70.8178246,Elliot Substation,osm
osm_way_543792652,power_substation,46.8154971,-70.847179,Poste La Durantaye,osm
osm_way_543804363,power_substation,43.7816186,-70.2033111,Raven Farm Substation,osm
osm_way_546426999,power_substation,45.1397056,-70.4397072,,osm
osm_way_546854834,power_substation,45.1668526,-69.8561286,Moscow Substation,osm
osm_way_547089066,power_substation,45.4548568,-69.6098774,,osm
osm_way_549031528,power_substation,44.9422242,-68.6443487,,osm
osm_way_551510936,power_substation,47.4118208,-68.2449736,,osm
osm_way_561903565,power_substation,47.1489486,-70.7671028,Poste de Saint-Tite-des-Caps,osm
osm_way_563915522,power_substation,44.9131,-66.9098343,,osm
osm_way_563917247,power_substation,44.9806683,-66.9735898,Leonardville,osm
osm_way_563917664,power_substation,44.8941582,-66.9030604,,osm
osm_way_567858917,power_substation,44.550701,-70.542884,,osm
osm_way_572496097,power_substation,46.7787169,-67.6933667,,osm
osm_way_572738302,power_substation,46.7514904,-67.7123412,,osm
osm_way_581345032,power_substation,47.1650518,-67.7301581,Saint Andre Substation,osm
osm_way_589710414,power_substation,44.880355,-68.6651575,,osm
osm_way_594331147,power_substation,44.6728384,-67.7787802,Epping Tap Substation,osm
osm_way_594661454,power_substation,44.6283143,-67.7923961,Columbia Substation,osm
osm_way_600864004,power_substation,44.7004537,-67.9570131,Deblois Substation,osm
osm_way_633220210,power_substation,43.4871275,-70.4725294,,osm
osm_way_635196868,power_substation,45.0113188,-69.2938391,,osm
osm_way_638316627,power_substation,44.9582681,-69.8852782,Embden Substation,osm
osm_way_639839535,power_substation,46.4473943,-67.6132398,,osm
osm_way_643146435,power_substation,45.2493259,-68.9876874,,osm
osm_way_648268068,power_substation,46.6991275,-68.0429338,,osm
osm_way_648505152,power_substation,46.6593238,-70.3573123,Poste Parc éolien communautaire de Saint-Philémon,osm
osm_way_651586871,power_substation,44.7529212,-68.4616488,Rebel Hill Substation,osm
osm_way_655721448,power_substation,44.6221738,-67.7978424,Harrington Substation,osm
osm_way_655721450,power_substation,44.5440163,-68.1087709,Tunk Substation,osm
osm_way_665590821,power_substation,44.7383622,-68.752314,Orrington Substation,osm
osm_way_665606507,power_substation,44.5747944,-68.8061842,Bucksport Substation,osm
osm_way_665606508,power_substation,44.7929842,-69.3621351,Detroit Substation,osm
osm_way_665606509,power_substation,44.7942019,-69.3636699,Dogtown Substation,osm
osm_way_668566638,power_substation,43.1053366,-70.8059812,Newington Energy Substation,osm
osm_way_669594105,power_substation,44.1410376,-70.1858568,Larrabee Road Substation,osm
osm_way_677543934,power_substation,46.0691919,-70.5056405,Poste Linière,osm
osm_way_680594206,power_substation,46.5429435,-67.666429,Beechwood Generating Station,osm
osm_way_680594207,power_substation,46.5458067,-67.666586,,osm
osm_way_682162828,power_substation,45.1265206,-67.0713057,,osm
osm_way_682313152,power_substation,45.1760967,-67.2939837,,osm
osm_way_682313157,power_substation,45.1757437,-67.2912721,,osm
osm_way_682791801,power_substation,45.1995402,-67.2838173,Saint Stephen,osm
osm_way_698380873,power_substation,43.6775819,-70.3701661,,osm
osm_way_702277500,power_substation,46.9289619,-67.8307041,Limestone Switching Station,osm
osm_way_702294533,power_substation,46.9139258,-67.827081,,osm
osm_way_705298346,power_substation,45.036768,-68.5901449,Passadumkeag Windpark Substation,osm
osm_way_705298348,power_substation,44.9092551,-68.683117,,osm
osm_way_715904399,power_substation,44.7003233,-67.2941469,Cutler Substation,osm
osm_way_718222077,power_substation,45.6444903,-68.7069591,,osm
osm_way_720697407,power_substation,47.1995984,-70.1774533,Poste Aubertois,osm
osm_way_723864644,power_substation,43.4798124,-70.8095123,Stanley Road Substation,osm
osm_way_724027666,power_substation,43.4417532,-70.7702195,High Street Substation,osm
osm_way_724301809,power_substation,43.4103415,-70.7394536,Main Street Substation,osm
osm_way_725192869,power_substation,43.9039159,-69.9745211,,osm
osm_way_727335691,power_substation,44.722517,-68.1637975,Bull Hill Substation,osm
osm_way_745118425,power_substation,43.2693923,-70.7746561,,osm
osm_way_747080474,power_substation,45.587785,-67.3131594,,osm
osm_way_752026723,power_substation,43.1430974,-70.6432494,,osm
osm_way_752855086,power_substation,43.1729452,-70.616351,,osm
osm_way_753091735,power_substation,45.7084082,-67.02715,,osm
osm_way_762785225,power_substation,44.3301781,-70.5595566,,osm
osm_way_764324618,power_substation,44.1141913,-70.3893642,,osm
osm_way_764324620,power_substation,44.1460862,-70.4646704,,osm
osm_way_764843057,power_substation,43.9237691,-69.9657544,,osm
osm_way_765254420,power_substation,44.2474044,-70.7210473,,osm
osm_way_766121306,power_substation,46.1417562,-67.8519873,,osm
osm_way_766121308,power_substation,46.5299864,-67.8843917,,osm
osm_way_766543153,power_substation,44.3360919,-70.1672624,Leeds Substation,osm
osm_way_766752149,power_substation,44.1219319,-70.8885293,Lovell Substation,osm
osm_way_766766777,power_substation,44.4965216,-70.3368257,Ludden Lane Substation,osm
osm_way_766781820,power_substation,44.5477549,-70.5413719,Rumford Falls Substation,osm
osm_way_768714298,power_substation,44.627765,-70.5964165,Roxbury Notch Road Substation,osm
osm_way_771174699,power_substation,44.5986929,-70.2134006,Flagstaff Street Substation,osm
osm_way_772275611,power_substation,43.8310085,-70.4478886,,osm
osm_way_772275613,power_substation,43.8020126,-70.4502961,,osm
osm_way_772275620,power_substation,43.6791135,-70.6374663,,osm
osm_way_772281273,power_substation,44.007778,-71.0877523,Saco Valley Substation,osm
osm_way_772825441,power_substation,44.6182826,-70.1951021,Temple Road Substation,osm
osm_way_785520775,power_substation,47.0699477,-70.8748197,Poste du Canyon-Saint-Joachim,osm
osm_way_805809222,power_substation,47.452463,-70.5716689,Poste de Baie-Saint-Paul,osm
osm_way_815651708,power_substation,47.2574301,-68.6092531,Clair Substation,osm
osm_way_815651722,power_substation,47.1345969,-68.3268507,,osm
osm_way_815655012,power_substation,46.9334248,-67.8942136,,osm
osm_way_828108678,power_substation,43.9918618,-69.6718906,Mason Substation,osm
osm_way_828108681,power_substation,43.9514863,-69.696826,Maine Yankee 115kV Substation,osm
osm_way_835590196,power_substation,47.4621501,-69.8038894,Poste de Kamouraska,osm
osm_way_835726035,power_substation,44.1011824,-70.218779,Middle Street Substation,osm
osm_way_835728876,power_substation,44.0878398,-70.226792,,osm
osm_way_835733265,power_substation,44.6256902,-70.075429,,osm
osm_way_845494560,power_substation,47.0622037,-67.7778085,,osm
osm_way_845532200,power_substation,43.3088181,-70.9984972,Eastport Substation,osm
osm_way_846592699,power_substation,43.6427021,-70.2547973,Cape Steam Substation,osm
osm_way_846757422,power_substation,47.3257603,-68.1395898,Rivière-Verte Substation,osm
osm_way_850784001,power_substation,43.3108178,-70.7254877,Pratt & Whitney Substation,osm
osm_way_852282915,power_substation,43.4765302,-70.9976741,,osm
osm_way_857807049,power_substation,46.921286,-67.3990821,,osm
osm_way_862222129,power_substation,44.7819965,-69.3810845,,osm
osm_way_864006894,power_substation,43.5965891,-70.2467242,,osm
osm_way_866414085,power_substation,43.0837797,-70.7422991,,osm
osm_way_866741029,power_substation,43.2270123,-70.8106274,,osm
osm_way_871899021,power_substation,43.2147152,-70.8760697,,osm
osm_way_873109582,power_substation,44.3240499,-69.7649591,Locke Street Substation,osm
osm_way_884192013,power_substation,44.3084243,-69.7867974,,osm
osm_way_889357091,power_substation,46.0506369,-68.0519685,Oakfield Substation,osm
osm_way_889908975,power_substation,45.1445399,-69.690645,Bingham Substation,osm
osm_way_891005852,power_substation,43.7359609,-70.2897658,,osm
osm_way_891343297,power_substation,44.7034493,-69.6462607,Sappi Hinckley Substation,osm
osm_way_903155311,power_substation,44.1173197,-68.8941144,,osm
osm_way_948478903,power_substation,43.0665771,-70.7862732,Mill Pond Tap Substation,osm
osm_way_952459884,power_substation,46.2488958,-67.6071879,,osm
osm_way_987018530,power_substation,43.4131239,-70.7091651,Cyro Drive Substation,osm
osm_way_991637353,power_substation,43.6119462,-70.5523367,,osm
osm_way_993356226,power_substation,43.5195394,-70.4121583,Vallee Lane Substation,osm
osm_way_993356253,power_substation,43.5227694,-70.4498468,Goosefare Substation,osm
osm_way_998718112,power_substation,43.1279678,-70.7769959,,osm
osm_way_998718121,power_substation,43.1161499,-70.7690274,Bolt Hill Substation,osm
osm_way_1008170844,power_substation,43.1014189,-70.7502754,,osm
osm_way_1010279349,power_substation,43.0820793,-70.7357553,,osm
osm_way_1013107235,power_substation,43.0479721,-70.7477746,,osm
osm_way_1016095446,power_substation,43.6806723,-70.7806139,,osm
osm_way_1019540597,power_substation,45.5133341,-68.3569598,,osm
osm_way_1021196352,power_substation,45.9878418,-68.4499539,Patten Substation,osm
osm_way_1021791834,power_substation,43.7504165,-70.6748627,,osm
osm_way_1024557507,power_substation,43.4977626,-70.5061902,,osm
osm_way_1034449771,power_substation,43.5168441,-70.4438169,,osm
osm_way_1037437660,power_substation,43.5191197,-70.3841921,,osm
osm_way_1043583800,power_substation,43.7711511,-70.4124594,,osm
osm_way_1049189120,power_substation,43.7390619,-70.5214294,,osm
osm_way_1050091459,power_substation,46.2258859,-70.7947448,,osm
osm_way_1050146647,power_substation,46.7096657,-67.9525802,Flow Inn Diesel,osm
osm_way_1050146648,power_substation,46.7090245,-67.9524247,Emera Maine,osm
osm_way_1050146661,power_substation,47.3540401,-68.3027747,,osm
osm_way_1050434898,power_substation,46.41928,-67.8469076,,osm
osm_way_1050434901,power_substation,46.2861693,-67.8413627,,osm
osm_way_1065857972,power_substation,43.5987352,-70.3800374,,osm
osm_way_1065857975,power_substation,43.5687662,-70.3912478,,osm
osm_way_1066272615,power_substation,43.0514699,-70.7709296,,osm
osm_way_1069357557,power_substation,43.5732441,-70.3925344,,osm
osm_way_1069799090,power_substation,43.1212921,-70.7296962,,osm
osm_way_1078329986,power_substation,44.943919,-71.0059428,,osm
osm_way_1080358793,power_substation,44.3598389,-69.1857021,,osm
osm_way_1080858394,power_substation,46.511281,-67.8653599,,osm
osm_way_1088900090,power_substation,43.6856823,-70.3529472,,osm
osm_way_1093613217,power_substation,46.139698,-67.7784477,,osm
osm_way_1099307716,power_substation,44.9232774,-69.2626199,,osm
osm_way_1099310164,power_substation,44.8329902,-69.2842489,,osm
osm_way_1099345926,power_substation,44.5740006,-69.5090943,Albion Road Substation,osm
osm_way_1099377845,power_substation,44.5823856,-69.6117653,,osm
osm_way_1099425919,power_substation,44.8048735,-69.7389067,Lakewood Substation,osm
osm_way_1099425929,power_substation,44.788325,-69.7368541,,osm
osm_way_1099435537,power_substation,44.5734078,-69.6770108,County Road Substation,osm
osm_way_1099435539,power_substation,44.5515135,-69.6598948,,osm
osm_way_1099491596,power_substation,44.6145508,-69.3201183,,osm
osm_way_1099645602,power_substation,44.4678368,-68.9034771,,osm
osm_way_1099646655,power_substation,44.5541879,-68.8620589,,osm
osm_way_1099873023,power_substation,45.1786881,-69.2303278,Dover-Foxcroft substation,osm
osm_way_1099938572,power_substation,45.140716,-70.4247859,ReEnergy Stratton Substation,osm
osm_way_1100853188,power_substation,44.6208617,-69.5026194,,osm
osm_way_1100854838,power_substation,44.7205764,-69.4135723,,osm
osm_way_1100874554,power_substation,44.3916112,-69.5770498,CMP Substation,osm
osm_way_1100997136,power_substation,45.8915662,-67.4577553,,osm
osm_way_1101051674,power_substation,44.5628169,-69.6191783,,osm
